user_id,city,avg_spend,order_frequency,veg_ratio,budget_segment,preferred_cuisines,last_order_ts
662,Mumbai,611.32,2.16,0.37,premium,Biryani;Burger,2023-12-16T10:12:00Z
663,Mumbai,448.18,1.69,0.11,mid,North Indian;Burger,2024-08-28T15:09:42Z
664,Bangalore,223.93,6.42,0.28,budget,Chinese;North Indian,2024-10-19T17:47:53Z
665,Chennai,127.02,4.52,0.5,budget,Burger;Healthy;South Indian,2024-09-19T19:20:14Z
666,Mumbai,398.65,1.23,0.25,mid,Pizza,2023-04-12T13:33:16Z
667,Hyderabad,216.02,3.94,0.04,budget,North Indian,2024-11-27T16:05:31Z
668,Chennai,323.78,2.04,0.4,mid,Biryani;Pizza;South Indian,2024-09-04T05:33:16Z
669,Mumbai,443.27,1.74,0.72,mid,Chinese;Continental;Desserts,2024-03-31T07:26:11Z
670,Chennai,176.48,5.83,0.59,budget,Pizza;Biryani,2024-09-15T22:27:37Z
671,Delhi,163.3,5.52,0.75,budget,South Indian;Chinese;Desserts,2024-12-31T16:33:35Z
672,Chennai,254.21,3.5,0.2,budget,Healthy;Desserts;Chinese,2024-07-18T08:14:23Z
673,Hyderabad,314.92,1.09,0.36,mid,Chinese,2023-07-30T09:32:48Z
674,Ahmedabad,312.6,0.75,0.97,mid,Pizza,2023-12-17T06:50:06Z
675,Mumbai,363.26,5.0,0.84,mid,South Indian;North Indian,2024-11-01T18:47:11Z
676,Mumbai,229.43,1.37,0.16,budget,Thai,2024-08-30T07:06:39Z
677,Mumbai,151.19,4.36,0.72,budget,North Indian;Biryani,2024-12-22T18:47:59Z
678,Hyderabad,299.75,2.12,0.59,mid,Burger;Chinese,2024-05-02T06:15:55Z
679,Bangalore,170.65,2.41,0.98,budget,Biryani;North Indian;Healthy,2024-09-27T10:20:36Z
680,Mumbai,444.28,2.81,0.55,mid,North Indian,2024-12-16T12:05:11Z
681,Mumbai,537.13,4.53,0.52,mid,Chinese;North Indian,2024-12-28T19:34:04Z
682,Bangalore,348.23,3.99,0.59,mid,South Indian;Healthy,2024-12-28T08:33:40Z
683,Mumbai,80.0,3.71,0.54,budget,Biryani,2024-09-28T05:32:06Z
684,Mumbai,395.29,2.85,0.99,mid,Thai;Desserts;South Indian,2024-07-21T07:54:33Z
685,Jaipur,145.76,8.17,0.35,budget,Chinese;Desserts;North Indian,2024-12-16T13:53:19Z
686,Mumbai,393.71,2.07,0.53,mid,Chinese;South Indian,2024-07-14T04:08:48Z
687,Delhi,208.94,4.81,0.12,mid,Thai;Biryani;Chinese,2024-12-02T10:24:32Z
688,Delhi,242.56,2.44,0.94,budget,Chinese;Desserts;Healthy,2024-10-13T18:04:15Z
689,Pune,155.24,3.52,0.99,budget,South Indian;North Indian,2024-12-09T18:26:00Z
690,Delhi,246.46,13.7,0.27,budget,Biryani;Desserts,2024-11-18T04:33:38Z
691,Chennai,347.16,3.65,0.57,mid,Continental,2024-08-13T17:12:19Z
692,Mumbai,517.2,5.69,0.37,mid,Biryani;North Indian,2024-12-05T13:51:41Z
693,Chennai,297.38,3.57,0.58,mid,South Indian;Biryani;Chinese,2024-10-12T17:55:20Z
694,Pune,153.89,2.04,0.74,budget,Burger;Chinese,2024-12-14T16:38:30Z
695,Jaipur,490.66,1.49,0.01,mid,North Indian;Chinese,2024-11-24T15:32:01Z
696,Hyderabad,187.62,2.88,0.14,budget,Chinese,2024-08-10T14:53:44Z
697,Delhi,154.09,8.38,0.51,budget,North Indian;Desserts,2024-11-14T17:59:33Z
698,Mumbai,150.8,6.96,0.91,budget,Pizza;Burger,2024-12-21T19:00:21Z
699,Bangalore,138.16,5.03,0.49,budget,Pizza;Chinese;Burger,2024-12-24T15:11:42Z
700,Delhi,239.46,3.53,0.74,budget,Biryani;Desserts;South Indian,2024-11-13T08:09:57Z
701,Mumbai,181.36,2.63,0.92,budget,Chinese;Pizza;Burger,2024-09-27T09:39:58Z
702,Mumbai,200.61,3.87,0.46,budget,North Indian,2024-11-03T17:22:51Z
703,Delhi,474.09,3.46,0.59,mid,Pizza;North Indian,2024-12-16T14:12:05Z
704,Chennai,133.27,9.15,0.73,budget,Chinese;South Indian,2024-11-30T08:39:31Z
705,Mumbai,495.12,2.16,0.99,mid,Desserts,2024-12-08T13:17:25Z
706,Hyderabad,226.41,7.3,0.86,budget,Burger;North Indian,2024-11-12T21:24:51Z
707,Delhi,195.04,2.93,0.32,budget,Desserts;North Indian,2023-12-04T11:31:51Z
708,Delhi,449.17,4.71,0.3,mid,Biryani;Continental,2024-10-30T11:58:05Z
709,Mumbai,225.33,1.2,0.79,budget,Burger;North Indian;Biryani,2024-10-22T03:28:03Z
710,Mumbai,822.16,3.62,0.24,premium,North Indian;Desserts,2024-06-16T09:03:47Z
711,Mumbai,930.36,3.73,0.44,premium,Pizza;Healthy;South Indian,2024-12-04T14:57:09Z
712,Kolkata,420.8,4.73,0.66,mid,Pizza,2024-12-02T18:03:23Z
713,Kolkata,428.06,4.89,0.45,mid,Biryani;Chinese,2024-09-26T07:38:43Z
714,Hyderabad,210.79,3.45,0.15,budget,Pizza;Biryani;North Indian,2024-08-14T21:25:03Z
715,Mumbai,301.47,4.03,1.0,mid,Pizza;Chinese;North Indian,2024-09-01T10:14:39Z
716,Mumbai,385.37,2.4,0.99,mid,South Indian,2024-12-20T11:05:17Z
717,Kolkata,787.81,2.54,0.43,premium,South Indian;Thai,2024-10-22T17:44:04Z
718,Bangalore,831.76,1.21,0.1,premium,Pizza,2024-06-28T17:53:44Z
719,Mumbai,331.61,5.64,0.86,mid,South Indian;North Indian,2024-10-25T21:27:06Z
720,Mumbai,558.6,2.72,0.85,mid,Chinese;North Indian;Pizza,2024-12-09T13:02:31Z
721,Pune,359.56,2.79,0.59,mid,Chinese;Healthy,2024-09-15T06:13:56Z
722,Chennai,317.27,2.72,0.26,mid,Healthy;Desserts;North Indian,2024-12-31T15:44:20Z
723,Mumbai,626.54,2.24,0.54,premium,North Indian;Thai;Pizza,2024-05-24T15:36:25Z
724,Delhi,500.0,4.62,0.71,premium,Continental,2024-11-13T18:18:27Z
725,Mumbai,792.73,1.49,0.37,premium,South Indian;North Indian,2024-11-13T12:45:02Z
726,Ahmedabad,153.33,3.43,0.88,budget,Biryani;Thai;South Indian,2024-06-26T15:24:50Z
727,Ahmedabad,877.21,1.98,0.05,premium,Biryani,2023-01-18T01:23:37Z
728,Jaipur,185.49,2.52,0.91,budget,Burger;Desserts;Chinese,2024-11-05T09:59:10Z
729,Mumbai,411.13,5.39,0.27,mid,North Indian;Biryani,2024-11-15T10:26:58Z
730,Lucknow,157.21,8.36,0.78,budget,South Indian;North Indian;Biryani,2024-11-05T22:01:51Z
731,Mumbai,391.62,3.05,0.44,mid,Burger;North Indian,2024-12-22T11:40:13Z
732,Delhi,429.63,3.16,0.68,mid,Pizza;North Indian,2024-05-11T07:59:46Z
733,Hyderabad,136.44,1.26,0.22,budget,Thai;North Indian;Burger,2024-04-10T13:08:38Z
734,Delhi,380.42,1.44,0.84,mid,Burger;Chinese,2024-12-09T10:10:06Z
735,Bangalore,223.07,4.63,0.62,budget,North Indian;Burger;Chinese,2024-09-27T21:12:33Z
736,Hyderabad,200.0,1.55,0.9,mid,Burger;South Indian,2024-06-22T09:22:32Z
737,Kochi,446.93,0.78,0.67,mid,Pizza,2024-10-08T19:19:40Z
738,Chennai,170.3,2.81,0.55,budget,South Indian;North Indian;Thai,2024-08-20T08:31:18Z
739,Mumbai,339.96,1.15,0.11,mid,Desserts,2024-11-28T02:37:00Z
740,Mumbai,195.22,8.64,0.72,budget,North Indian;Chinese,2024-12-29T18:51:09Z
741,Hyderabad,124.34,5.98,0.22,budget,South Indian;Thai;Desserts,2024-12-20T08:13:06Z
742,Delhi,476.15,1.52,0.76,mid,Healthy;Burger,2024-12-26T20:15:31Z
743,Bangalore,906.33,3.4,0.9,premium,Thai;South Indian,2024-09-09T19:41:39Z
744,Pune,138.04,2.88,0.08,budget,Chinese;Biryani,2024-12-17T11:46:47Z
745,Mumbai,106.16,6.34,0.83,budget,Biryani;Chinese;South Indian,2024-11-18T07:32:10Z
746,Bangalore,190.06,3.04,0.52,budget,Desserts,2024-10-25T07:26:59Z
747,Bangalore,892.54,2.84,0.17,premium,Biryani;Burger;Pizza,2024-04-20T15:00:33Z
748,Delhi,814.87,1.44,0.49,premium,South Indian;Healthy,2024-12-15T08:40:21Z
749,Pune,478.12,4.47,0.74,mid,Continental;Biryani,2024-12-21T11:00:50Z
750,Delhi,649.34,9.46,0.83,premium,North Indian;Chinese,2024-11-01T07:07:14Z
751,Delhi,213.32,3.0,0.29,budget,Continental,2024-12-13T11:13:47Z
752,Mumbai,182.85,3.14,0.02,budget,Chinese,2024-11-18T16:11:20Z
753,Delhi,234.4,3.61,0.36,mid,Pizza;Desserts,2024-11-05T18:22:58Z
754,Kolkata,80.0,4.41,0.84,budget,Burger;Biryani,2024-11-04T17:35:23Z
755,Mumbai,690.41,5.59,0.2,premium,Burger;South Indian;Pizza,2024-12-25T22:51:02Z
756,Chennai,669.37,3.24,0.79,premium,North Indian;Burger;Thai,2024-12-01T10:10:18Z
757,Delhi,402.5,12.34,0.92,mid,Pizza,2024-12-05T21:53:41Z
758,Delhi,390.08,2.61,0.37,mid,Burger,2024-09-29T11:48:17Z
759,Mumbai,333.32,6.81,0.8,mid,Healthy;Burger,2024-09-20T17:45:30Z
760,Jaipur,178.28,2.98,0.14,budget,South Indian;Thai,2024-12-17T06:24:42Z
761,Mumbai,405.81,3.61,0.2,mid,Burger;Chinese,2024-11-20T03:48:41Z
762,Lucknow,162.96,3.02,0.77,budget,Healthy;South Indian,2024-12-23T17:52:39Z
763,Kolkata,190.29,4.39,0.73,budget,South Indian;Burger,2024-11-28T15:06:13Z
764,Mumbai,336.96,2.65,0.58,mid,Biryani;North Indian,2024-08-01T14:20:08Z
765,Pune,173.28,2.74,0.54,budget,Desserts;North Indian,2024-08-23T11:45:34Z
766,Surat,654.83,5.28,0.9,premium,Thai;Biryani,2024-12-13T17:44:45Z
767,Bangalore,519.68,1.1,0.23,mid,South Indian;North Indian;Biryani,2024-11-03T05:58:24Z
768,Bangalore,772.5,1.61,0.79,premium,South Indian;North Indian;Pizza,2024-01-24T16:44:24Z
769,Delhi,426.24,3.94,0.32,mid,North Indian,2024-12-07T19:55:33Z
770,Kolkata,709.73,3.8,0.64,premium,Burger,2024-09-12T09:18:47Z
771,Delhi,1070.05,2.65,0.28,premium,Thai,2024-11-29T19:50:22Z
772,Hyderabad,197.98,7.47,0.51,budget,Desserts;South Indian,2024-12-03T14:33:17Z
773,Mumbai,355.65,0.9,0.76,mid,South Indian;North Indian;Chinese,2023-10-07T05:24:18Z
774,Chennai,230.57,6.32,0.47,budget,North Indian;Pizza,2024-12-21T06:29:31Z
775,Hyderabad,560.48,1.87,0.18,premium,Pizza;South Indian;North Indian,2024-11-01T12:33:22Z
776,Chennai,171.88,9.1,0.22,budget,Burger;South Indian,2024-12-30T22:27:11Z
777,Bangalore,189.79,3.25,0.36,budget,Biryani;Chinese,2024-12-31T19:52:31Z
778,Kochi,167.06,1.41,0.71,budget,Biryani;North Indian,2023-02-09T18:42:40Z
779,Ahmedabad,168.16,2.77,0.87,budget,South Indian,2024-12-23T08:20:20Z
780,Bangalore,508.36,3.72,0.33,mid,South Indian;Burger,2024-10-25T18:48:02Z
781,Hyderabad,847.9,4.76,0.57,premium,Desserts;South Indian,2024-10-07T09:13:03Z
782,Delhi,187.0,3.04,0.64,budget,Burger;Chinese;South Indian,2024-08-25T03:50:41Z
783,Mumbai,343.72,3.65,0.51,mid,Desserts;Biryani,2024-07-08T22:34:43Z
784,Mumbai,129.86,4.58,0.09,budget,North Indian;Chinese;Biryani,2024-12-31T08:03:43Z
785,Bangalore,736.6,7.92,0.61,premium,North Indian,2024-12-08T00:02:50Z
786,Mumbai,498.93,3.73,0.45,mid,South Indian;Chinese,2024-07-01T18:48:31Z
787,Delhi,549.32,3.91,0.83,premium,Desserts;North Indian;Biryani,2024-11-30T10:38:05Z
788,Mumbai,449.98,4.97,0.45,mid,North Indian;Pizza,2024-12-08T13:36:10Z
789,Hyderabad,168.53,4.01,0.52,budget,Chinese;North Indian,2024-11-27T10:37:51Z
790,Mumbai,143.13,1.06,0.94,budget,South Indian;Thai,
791,Hyderabad,458.63,2.08,0.79,mid,Chinese;North Indian,2024-08-06T08:02:42Z
792,Delhi,280.05,4.49,0.34,mid,Desserts,2024-12-17T09:21:53Z
793,Kochi,364.39,3.17,0.44,mid,South Indian;Desserts,2024-07-25T22:48:33Z
794,Delhi,118.95,4.84,0.55,budget,Burger;Biryani;Healthy,2024-10-29T16:59:52Z
795,Mumbai,600.0,1.51,0.15,mid,North Indian,2024-07-13T15:51:29Z
796,Hyderabad,196.6,6.72,0.87,budget,Burger;Chinese;North Indian,2024-12-11T05:27:25Z
797,Mumbai,153.86,1.87,0.6,budget,North Indian;Chinese,2024-08-15T17:29:56Z
798,Delhi,610.06,4.27,0.71,premium,South Indian,2024-11-10T11:06:25Z
799,Chennai,1181.4,4.0,0.95,premium,Thai;Burger;Healthy,2024-10-27T15:51:30Z
800,Hyderabad,403.34,1.89,0.85,mid,Burger;North Indian,2024-09-15T20:48:01Z
801,Mumbai,194.87,3.11,0.38,budget,South Indian;Healthy;Biryani,2024-11-24T17:45:31Z
802,Chennai,193.25,7.11,0.85,budget,Chinese;Desserts,2024-11-24T21:40:59Z
803,Mumbai,191.67,3.68,0.73,budget,Healthy;North Indian,2024-09-17T14:58:21Z
804,Mumbai,357.58,2.6,0.2,mid,Thai,2024-10-15T09:09:30Z
805,Bangalore,178.75,1.8,0.21,budget,Chinese;North Indian;Pizza,2024-10-02T20:31:49Z
806,Hyderabad,276.88,4.95,0.92,mid,North Indian,2024-10-24T18:17:33Z
807,Mumbai,350.86,5.54,0.94,mid,Burger;North Indian,2024-12-01T09:26:39Z
808,Mumbai,318.69,2.91,0.93,mid,Pizza,2024-12-14T11:32:09Z
809,Bangalore,444.4,6.24,0.61,mid,South Indian;Continental,2024-11-25T14:04:50Z
810,Mumbai,415.2,4.19,0.23,mid,Desserts;North Indian,2024-10-13T03:28:05Z
811,Bangalore,138.76,3.21,0.32,budget,Chinese;Desserts,2024-12-23T17:36:42Z
812,Ahmedabad,124.76,1.86,0.53,budget,North Indian;Chinese,2024-12-07T05:54:35Z
813,Jaipur,839.55,10.13,0.98,premium,Chinese,2024-12-31T14:02:25Z
814,Delhi,194.4,4.22,0.46,budget,Pizza;North Indian,2024-11-17T14:42:58Z
815,Mumbai,121.59,3.47,0.82,budget,Chinese;North Indian,2024-11-27T15:33:14Z
816,Delhi,458.06,2.38,0.53,mid,North Indian,2024-01-15T09:43:52Z
817,Hyderabad,398.86,2.57,0.94,mid,North Indian;South Indian;Pizza,2024-08-14T08:36:49Z
818,Bangalore,194.36,3.41,0.79,budget,South Indian,2024-11-10T15:20:49Z
819,Delhi,453.31,1.6,0.88,mid,Pizza,2024-04-18T02:35:42Z
820,Mumbai,427.02,1.2,0.92,mid,Desserts;Healthy,2024-09-18T10:28:42Z
821,Chennai,456.03,3.25,0.89,mid,Desserts;Continental,2024-12-20T22:53:31Z
822,Hyderabad,170.24,6.04,0.82,budget,Healthy,2024-11-20T06:18:48Z
823,Mumbai,390.78,3.41,0.43,mid,North Indian;Pizza,2024-11-16T05:36:31Z
824,Bangalore,270.12,3.04,0.75,mid,Continental;North Indian;Burger,2024-11-13T08:55:14Z
825,Pune,118.38,3.39,0.54,budget,Chinese;Healthy;Pizza,2024-09-04T17:20:15Z
826,Mumbai,324.75,5.54,0.55,mid,Desserts;South Indian,2024-08-08T08:36:23Z
827,Delhi,183.62,8.69,0.04,budget,Chinese;North Indian,2024-10-28T13:38:48Z
828,Delhi,382.69,1.47,0.46,mid,North Indian,2024-12-27T06:23:14Z
829,Surat,378.04,1.25,0.36,mid,Biryani;South Indian,2024-11-10T17:06:47Z
830,Mumbai,1077.78,1.61,0.13,premium,North Indian,2024-09-04T09:03:50Z
831,Mumbai,460.4,4.5,0.38,mid,South Indian;Biryani,2024-12-25T08:34:47Z
832,Mumbai,341.63,1.49,0.4,mid,Chinese;North Indian,2024-07-22T08:08:36Z
833,Delhi,215.51,3.49,0.03,budget,North Indian;Thai,2024-08-07T17:50:23Z
834,Bangalore,403.11,6.46,0.88,mid,Healthy;Desserts;South Indian,2024-07-25T19:25:04Z
835,Delhi,263.38,3.06,0.73,budget,Burger;Pizza;North Indian,2024-05-16T05:27:35Z
836,Lucknow,165.28,6.35,0.38,budget,Pizza,2024-09-21T16:22:36Z
837,Bangalore,737.9,1.92,0.32,premium,South Indian,2024-06-11T11:59:17Z
838,Mumbai,507.2,6.53,0.01,mid,Chinese;Burger,2024-12-15T01:33:10Z
839,Hyderabad,546.46,2.64,0.39,mid,Healthy;Burger,2024-06-07T13:35:32Z
840,Mumbai,382.71,5.69,0.81,mid,Chinese,2024-11-10T11:43:51Z
841,Jaipur,885.61,0.87,0.97,premium,Biryani,2024-11-30T14:51:19Z
842,Bangalore,689.84,6.35,0.29,premium,Burger,2024-12-20T08:51:50Z
843,Mumbai,344.95,4.42,0.55,mid,North Indian;Thai;Biryani,2024-11-23T06:13:11Z
844,Mumbai,447.91,2.07,0.54,mid,Continental;Burger,2024-06-23T10:33:15Z
845,Mumbai,520.97,15.94,0.87,mid,Biryani;North Indian,2024-11-11T22:01:04Z
846,Mumbai,744.37,3.34,0.6,premium,Pizza;Chinese,2024-11-30T17:01:06Z
847,Delhi,375.84,3.88,0.1,mid,South Indian;Healthy,2024-12-03T09:18:08Z
848,Pune,171.67,2.99,0.63,budget,Desserts,2024-10-08T14:46:45Z
849,Bangalore,411.24,2.46,0.62,mid,Healthy,2024-11-15T04:13:33Z
850,Mumbai,372.01,1.67,0.43,mid,South Indian;Continental,2024-11-05T15:48:40Z
851,Mumbai,281.84,4.15,0.98,mid,North Indian;Chinese;Biryani,2024-12-06T13:36:57Z
852,Delhi,251.4,3.56,0.96,budget,North Indian;Chinese,2024-11-18T00:38:20Z
853,Delhi,431.03,2.13,0.61,mid,Biryani;Burger,2024-09-30T17:38:40Z
854,Mumbai,281.95,8.83,0.3,mid,Biryani;Pizza,2024-11-24T14:26:53Z
855,Delhi,485.26,1.68,0.23,mid,Burger,2024-12-08T11:46:34Z
856,Kochi,80.0,5.28,0.03,budget,Healthy,2024-12-03T08:58:32Z
857,Hyderabad,231.05,3.42,0.34,budget,Burger;South Indian,2024-06-07T10:40:03Z
858,Hyderabad,296.28,7.2,0.68,mid,Biryani;Desserts,2024-10-13T14:14:15Z
859,Mumbai,340.65,5.7,0.94,mid,Thai;Healthy,2024-12-06T09:51:26Z
860,Pune,451.08,2.57,0.63,mid,Healthy,2023-11-07T15:13:51Z
861,Kochi,499.3,3.3,0.95,mid,Pizza,2024-12-13T16:15:11Z
862,Bangalore,626.88,9.54,0.48,premium,North Indian;Chinese,2024-10-14T17:35:16Z
863,Bangalore,146.9,4.15,0.58,budget,Desserts,2024-08-26T07:24:49Z
864,Bangalore,268.63,2.56,0.13,mid,North Indian;South Indian,2024-10-02T10:47:31Z
865,Mumbai,427.72,5.09,0.17,mid,Thai,2024-12-01T12:33:53Z
866,Hyderabad,428.83,2.17,0.99,mid,Desserts;Chinese,2024-11-09T05:56:30Z
867,Mumbai,333.27,3.24,0.2,mid,South Indian;Burger,2024-11-16T15:01:55Z
868,Bangalore,192.87,2.96,0.78,budget,Biryani;Pizza;Chinese,2024-08-06T08:19:34Z
869,Chennai,954.84,5.58,0.95,premium,Chinese;Desserts,2024-02-15T16:11:16Z
870,Mumbai,369.45,2.45,0.66,mid,Biryani;Pizza,2024-10-22T05:23:20Z
871,Mumbai,425.71,5.53,0.54,mid,Thai,2024-12-10T18:05:12Z
872,Ahmedabad,507.54,8.0,0.18,mid,Pizza;South Indian;Thai,2024-11-27T18:10:05Z
873,Mumbai,209.94,2.55,0.18,budget,South Indian;Chinese;Desserts,2024-12-27T20:13:43Z
874,Mumbai,927.4,1.88,0.8,premium,North Indian;South Indian;Biryani,2024-04-21T14:59:46Z
875,Mumbai,416.62,5.3,0.02,mid,Desserts,2024-12-06T08:16:45Z
876,Mumbai,343.4,7.37,0.24,mid,Biryani;Thai,2024-10-14T14:09:08Z
877,Lucknow,135.71,6.08,0.63,budget,Biryani,2024-12-25T13:52:25Z
878,Mumbai,926.58,3.57,0.98,premium,Biryani,2024-12-22T18:08:54Z
879,Kochi,280.64,7.46,0.89,mid,South Indian;Continental;Pizza,2024-11-13T01:07:01Z
880,Mumbai,549.91,3.14,0.57,premium,South Indian,2024-12-06T10:06:23Z
881,Pune,378.02,2.9,0.42,mid,Chinese,2024-10-10T20:00:53Z
882,Delhi,296.08,6.19,0.25,mid,South Indian,2024-11-25T12:22:13Z
883,Mumbai,414.22,6.68,0.06,mid,Continental;Healthy,2024-11-04T18:10:18Z
884,Mumbai,830.13,4.4,0.25,premium,Biryani,2024-09-04T16:35:12Z
885,Mumbai,142.86,4.03,0.79,budget,Thai;North Indian,2024-12-15T21:06:47Z
886,Delhi,856.88,1.91,0.15,premium,Thai,2024-09-01T10:58:15Z
887,Lucknow,669.25,1.65,0.03,premium,South Indian,2024-10-07T17:03:24Z
888,Mumbai,349.96,10.47,0.79,mid,South Indian;Chinese,2024-12-22T23:30:45Z
889,Mumbai,193.7,1.8,0.54,budget,Chinese;North Indian,2024-10-09T11:07:31Z
890,Mumbai,417.97,6.8,0.46,mid,Pizza;South Indian,2024-12-28T22:30:13Z
891,Lucknow,396.69,3.74,0.26,mid,Healthy;Burger,2024-11-03T19:27:18Z
892,Surat,502.54,2.6,0.61,mid,South Indian;North Indian,2024-09-25T18:32:55Z
893,Mumbai,682.93,2.65,0.11,premium,South Indian;Chinese,2024-09-22T14:27:52Z
894,Mumbai,168.52,3.21,0.8,budget,Biryani,2024-10-12T09:21:12Z
895,Hyderabad,390.16,6.4,0.84,mid,North Indian;South Indian,2024-12-29T10:22:46Z
896,Jaipur,198.73,1.05,0.67,budget,Healthy;Chinese,2024-07-26T06:24:31Z
897,Ahmedabad,177.29,1.98,0.18,budget,Thai;Chinese,2024-11-16T07:51:15Z
898,Delhi,174.21,7.23,0.94,budget,Healthy,2024-10-18T20:22:11Z
899,Bangalore,198.58,2.58,0.96,budget,Chinese;Healthy;Thai,2024-06-05T05:32:42Z
900,Kolkata,519.36,1.6,0.88,mid,Desserts;North Indian,2024-12-17T08:18:30Z
901,Bangalore,788.94,3.58,0.89,premium,North Indian,2024-09-07T15:08:39Z
902,Bangalore,321.93,6.99,0.41,mid,Desserts,2024-09-07T16:53:23Z
903,Mumbai,374.03,1.98,0.6,mid,South Indian;Desserts,2024-04-03T15:11:53Z
904,Mumbai,456.98,7.93,0.59,mid,Desserts;North Indian,2024-12-26T14:13:21Z
905,Kolkata,488.01,1.4,0.93,mid,Burger;Continental,2024-08-02T12:54:28Z
906,Mumbai,211.77,4.49,0.7,budget,Burger,2024-10-20T13:55:07Z
907,Mumbai,341.67,2.74,0.85,mid,Burger,2024-12-07T20:29:53Z
908,Delhi,245.15,6.04,0.76,budget,Biryani;Pizza;Burger,2024-11-03T11:27:42Z
909,Mumbai,397.23,4.11,0.65,mid,Continental;Healthy,2024-12-04T14:28:11Z
910,Hyderabad,397.52,2.33,0.39,mid,Chinese;South Indian,2024-12-25T19:19:09Z
911,Mumbai,478.35,3.25,0.63,mid,Biryani;Pizza,2024-11-22T17:32:23Z
912,Mumbai,493.84,3.03,0.84,mid,Burger,2024-11-28T10:05:27Z
913,Mumbai,905.83,4.45,0.48,premium,Continental,2024-12-25T18:04:35Z
914,Mumbai,230.34,13.61,0.56,budget,Chinese,2024-12-07T20:39:18Z
915,Mumbai,660.1,3.19,0.83,premium,North Indian,2024-12-16T20:42:53Z
916,Mumbai,391.97,2.16,0.91,mid,Continental;Healthy,2024-07-16T15:53:59Z
917,Bangalore,738.44,2.36,0.49,premium,Chinese;North Indian,2024-12-03T13:45:07Z
918,Hyderabad,214.67,2.75,0.87,budget,South Indian,2024-10-24T19:57:34Z
919,Ahmedabad,466.58,2.1,0.71,mid,North Indian;South Indian;Desserts,2024-07-03T11:08:12Z
920,Pune,173.78,3.57,0.39,budget,South Indian;Burger,2024-12-23T00:09:54Z
921,Delhi,318.34,8.5,0.8,mid,Burger;Healthy;South Indian,2024-10-31T09:56:40Z
922,Delhi,393.97,9.44,0.62,mid,South Indian;North Indian,2024-11-26T15:56:46Z
923,Mumbai,188.9,1.97,0.46,budget,Thai;Chinese,2024-05-06T02:50:19Z
924,Hyderabad,200.0,3.52,0.78,mid,Desserts,2024-12-05T12:28:11Z
925,Mumbai,226.93,4.16,0.38,budget,North Indian;Continental;South Indian,2024-12-14T07:41:43Z
926,Bangalore,419.49,8.57,0.61,mid,North Indian,2024-12-10T20:22:39Z
927,Mumbai,146.18,4.16,0.53,budget,Continental,2024-12-09T16:04:32Z
928,Delhi,198.38,3.58,0.26,budget,North Indian;South Indian,2024-10-09T22:58:51Z
929,Lucknow,381.35,2.8,0.05,mid,Desserts,2024-12-12T13:21:55Z
930,Chennai,184.65,5.27,0.89,budget,Continental;Chinese,2024-11-02T15:00:53Z
931,Bangalore,454.02,3.75,0.17,mid,Healthy;North Indian,2024-10-06T12:02:31Z
932,Delhi,905.6,11.02,0.2,premium,South Indian,2024-12-30T08:26:18Z
933,Hyderabad,348.58,4.14,0.29,mid,Pizza;Thai;Chinese,2024-12-04T17:40:25Z
934,Pune,175.12,1.96,0.38,budget,Burger;Desserts,2024-05-14T16:28:32Z
935,Surat,180.1,3.64,0.16,budget,Continental;North Indian,2024-12-01T13:45:48Z
936,Mumbai,152.42,3.79,0.15,budget,Chinese,2024-09-02T14:20:22Z
937,Surat,190.86,2.81,0.89,budget,Healthy;Burger;Chinese,2024-12-27T15:23:48Z
938,Mumbai,414.43,2.62,0.24,mid,Thai,2024-09-19T11:20:05Z
939,Delhi,299.3,3.26,0.56,mid,South Indian;Biryani;Desserts,2024-10-31T11:11:58Z
940,Delhi,191.44,6.34,0.39,budget,Biryani,2024-12-29T21:03:25Z
941,Delhi,143.01,4.83,0.92,budget,Chinese;South Indian;North Indian,2024-12-27T16:14:36Z
942,Chennai,363.57,3.1,0.37,mid,Chinese;Continental,2024-10-29T19:37:39Z
943,Surat,472.23,1.79,0.84,mid,Healthy;Desserts;Biryani,2024-08-29T17:08:40Z
944,Mumbai,441.8,2.35,0.58,mid,North Indian;Desserts,2024-08-29T07:37:21Z
945,Chennai,184.11,1.53,0.16,budget,Thai,2023-08-05T09:20:54Z
946,Mumbai,138.2,5.94,0.17,budget,Biryani,2024-11-16T09:08:33Z
947,Mumbai,328.18,1.51,0.27,mid,Chinese;Desserts,2024-04-12T20:42:36Z
948,Delhi,141.21,1.27,0.63,budget,Chinese,2024-11-29T15:18:29Z
949,Hyderabad,714.98,3.93,0.31,premium,South Indian;Chinese;Burger,2024-12-06T10:23:37Z
950,Hyderabad,138.44,3.37,0.17,budget,Burger;Continental;Chinese,2024-12-18T11:13:32Z
951,Mumbai,215.17,4.28,0.5,budget,South Indian;Thai;Pizza,2024-11-08T12:17:38Z
952,Hyderabad,151.15,4.88,0.85,budget,Thai,2024-10-05T09:36:32Z
953,Delhi,187.67,2.86,0.59,budget,South Indian,2024-11-15T09:23:42Z
954,Hyderabad,340.22,4.86,0.87,mid,Pizza,2024-12-14T20:23:05Z
955,Delhi,115.33,3.84,0.77,budget,Thai,2024-11-17T14:36:48Z
956,Delhi,433.11,2.86,0.54,mid,North Indian;South Indian,2024-08-16T19:07:42Z
957,Delhi,268.73,5.36,0.92,budget,South Indian;Healthy,2024-12-22T11:07:31Z
