item_id,restaurant_id,name,category,price,is_veg,popularity_score,image_url
892,180,Masala Dosa,main,80,1,83.27,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
893,180,Idli Sambar,starter,90,1,65.52,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
894,180,Medu Vada,starter,120,1,52.78,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
895,180,Filter Coffee,drink,80,1,31.85,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
896,181,Chicken Dum Biryani,main,329,0,27.45,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
897,181,Mutton Zafrani Biryani,main,409,0,72.5,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
898,181,Paneer Special Biryani,main,279,1,49.46,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
899,181,Chicken Tikka Kebab,starter,250,0,48.04,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
900,181,Mirchi Ka Salan,side,70,1,35.42,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
901,181,Boondi Raita,side,125,1,94.13,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
902,181,Onion Cucumber Raita,side,50,1,84.02,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
903,181,Coke 330ml,drink,50,1,41.5,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
904,181,Diet Coke Can,drink,65,1,69.95,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
905,182,Masala Dosa,main,160,1,30.16,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
906,182,Idli Sambar,starter,140,1,27.87,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
907,182,Medu Vada,starter,150,1,48.5,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
908,182,Filter Coffee,drink,80,1,40.34,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
909,183,Classic Cheese Burger,main,209,1,11.58,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
910,183,Crispy Chicken Burger,main,159,0,68.05,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
911,183,Double Patty Overload,main,279,0,89.48,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
912,183,French Fries,side,59,1,10.23,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
913,183,Chocolate Thickshake,drink,150,1,18.22,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
914,184,Masala Dosa,main,90,1,72.92,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
915,184,Idli Sambar,starter,40,1,94.19,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
916,184,Medu Vada,starter,140,1,93.27,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
917,184,Filter Coffee,drink,70,1,48.58,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
918,185,Hakka Noodles,main,179,1,73.78,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
919,185,Chilli Chicken,starter,229,0,73.98,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
920,185,Veg Manchurian,starter,229,1,27.49,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
921,185,Burnt Garlic Fried Rice,main,250,1,28.96,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
922,186,Chicken Dum Biryani,main,259,0,19.43,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
923,186,Mutton Zafrani Biryani,main,389,0,97.81,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
924,186,Paneer Special Biryani,main,209,1,66.24,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
925,186,Chicken Tikka Kebab,starter,240,0,37.41,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
926,186,Mirchi Ka Salan,side,140,1,59.6,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
927,186,Boondi Raita,side,135,1,82.29,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
928,186,Onion Cucumber Raita,side,130,1,37.05,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
929,186,Coke 330ml,drink,90,1,65.47,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
930,186,Diet Coke Can,drink,95,1,52.04,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
931,187,Masala Dosa,main,150,1,95.59,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
932,187,Idli Sambar,starter,60,1,72.58,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
933,187,Medu Vada,starter,70,1,47.12,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
934,187,Filter Coffee,drink,70,1,81.15,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
935,188,Masala Dosa,main,180,1,21.05,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
936,188,Idli Sambar,starter,130,1,44.16,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
937,188,Medu Vada,starter,50,1,93.85,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
938,188,Filter Coffee,drink,90,1,66.22,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
939,189,Penne Arrabbiata,main,310,1,43.69,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80
940,189,Spicy Salami Pizza,main,460,0,34.14,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
941,189,Garlic Bread With Cheese,starter,240,1,42.83,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
942,189,Tiramisu,dessert,280,1,92.53,https://images.unsplash.com/photo-1571115177098-24ec2b6e57a5?w=300&q=80
943,190,Masala Dosa,main,90,1,41.99,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
944,190,Idli Sambar,starter,40,1,74.81,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
945,190,Medu Vada,starter,110,1,16.28,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
946,190,Filter Coffee,drink,40,1,15.59,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
947,191,Chicken Dum Biryani,main,299,0,27.48,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
948,191,Mutton Zafrani Biryani,main,389,0,62.83,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
949,191,Paneer Special Biryani,main,249,1,76.18,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
950,191,Chicken Tikka Kebab,starter,280,0,66.78,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
951,191,Mirchi Ka Salan,side,50,1,55.8,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
952,191,Boondi Raita,side,95,1,40.6,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
953,191,Onion Cucumber Raita,side,60,1,32.08,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
954,191,Coke 330ml,drink,100,1,58.23,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
955,191,Diet Coke Can,drink,75,1,33.85,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
956,192,Chicken Dum Biryani,main,259,0,48.54,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
957,192,Mutton Zafrani Biryani,main,439,0,28.49,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
958,192,Paneer Special Biryani,main,229,1,90.79,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
959,192,Chicken Tikka Kebab,starter,270,0,89.97,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
960,192,Mirchi Ka Salan,side,90,1,86.35,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
961,192,Boondi Raita,side,55,1,23.14,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
962,192,Onion Cucumber Raita,side,130,1,95.49,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
963,192,Coke 330ml,drink,40,1,11.42,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
964,192,Diet Coke Can,drink,135,1,10.33,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
965,193,Kosha Mangsho,main,450,0,65.26,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
966,193,Fish Curry,main,410,0,64.43,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
967,193,Luchi,side,110,1,93.69,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
968,193,Rosogolla,dessert,50,1,99.76,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
969,194,Butter Chicken,main,370,0,84.82,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
970,194,Dal Makhani,main,310,1,47.65,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
971,194,Garlic Naan,side,100,1,47.02,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
972,194,Paneer Tikka,starter,230,1,26.37,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
973,194,Lassi,drink,70,1,77.02,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
974,195,Gujarati Thali,main,400,1,66.77,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80
975,195,Khaman Dhokla,starter,150,1,12.98,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
976,195,Thepla,side,130,1,46.18,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
977,195,Chaash,drink,90,1,35.68,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
978,196,Chicken Dum Biryani,main,359,0,66.83,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
979,196,Mutton Zafrani Biryani,main,359,0,17.36,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
980,196,Paneer Special Biryani,main,209,1,18.41,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
981,196,Chicken Tikka Kebab,starter,240,0,93.84,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
982,196,Mirchi Ka Salan,side,70,1,45.1,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
983,196,Boondi Raita,side,55,1,65.37,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
984,196,Onion Cucumber Raita,side,110,1,67.73,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
985,196,Coke 330ml,drink,50,1,52.01,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
986,196,Diet Coke Can,drink,65,1,82.22,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
987,197,Chocolate Brownie,dessert,110,1,26.16,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
988,197,Belgian Waffle,dessert,230,1,64.59,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
989,197,Red Velvet Cupcake,dessert,140,1,51.87,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
990,197,Vanilla Ice Cream,dessert,140,1,69.0,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
991,197,Cold Coffee,drink,180,1,12.4,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
992,198,Masala Dosa,main,120,1,99.59,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
993,198,Idli Sambar,starter,100,1,64.86,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
994,198,Medu Vada,starter,130,1,22.07,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
995,198,Filter Coffee,drink,80,1,66.45,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
996,199,Gujarati Thali,main,440,1,33.54,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80
997,199,Khaman Dhokla,starter,100,1,63.25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
998,199,Thepla,side,110,1,54.81,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
999,199,Chaash,drink,50,1,75.07,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
1000,200,Pani Puri,starter,20,1,13.24,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1001,200,Pav Bhaji,main,160,1,37.67,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1002,200,Vada Pav,starter,30,1,59.08,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
1003,200,Masala Chai,drink,20,1,69.81,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
1004,201,Masala Dosa,main,160,1,46.37,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1005,201,Idli Sambar,starter,90,1,96.45,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
1006,201,Medu Vada,starter,80,1,47.62,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
1007,201,Filter Coffee,drink,90,1,49.61,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
1008,202,Kosha Mangsho,main,410,0,53.62,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
1009,202,Fish Curry,main,410,0,45.78,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
1010,202,Luchi,side,80,1,97.11,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1011,202,Rosogolla,dessert,20,1,55.17,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1012,203,Masala Dosa,main,160,1,50.25,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1013,203,Idli Sambar,starter,40,1,97.06,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
1014,203,Medu Vada,starter,80,1,88.5,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
1015,203,Filter Coffee,drink,100,1,50.55,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
1016,204,Chocolate Brownie,dessert,140,1,86.54,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
1017,204,Belgian Waffle,dessert,180,1,95.47,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
1018,204,Red Velvet Cupcake,dessert,100,1,33.55,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
1019,204,Vanilla Ice Cream,dessert,120,1,76.77,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1020,204,Cold Coffee,drink,110,1,79.57,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
1021,205,Chicken Dum Biryani,main,329,0,96.22,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1022,205,Mutton Zafrani Biryani,main,379,0,61.89,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1023,205,Paneer Special Biryani,main,299,1,37.2,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
1024,205,Chicken Tikka Kebab,starter,220,0,60.19,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1025,205,Mirchi Ka Salan,side,120,1,54.44,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1026,205,Boondi Raita,side,95,1,67.04,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1027,205,Onion Cucumber Raita,side,70,1,83.95,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1028,205,Coke 330ml,drink,100,1,99.43,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1029,205,Diet Coke Can,drink,105,1,49.44,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1030,206,Kosha Mangsho,main,510,0,86.75,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
1031,206,Fish Curry,main,390,0,82.47,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
1032,206,Luchi,side,100,1,97.54,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1033,206,Rosogolla,dessert,90,1,49.34,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1034,207,Chocolate Brownie,dessert,120,1,55.02,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
1035,207,Belgian Waffle,dessert,260,1,89.65,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
1036,207,Red Velvet Cupcake,dessert,120,1,49.72,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
1037,207,Vanilla Ice Cream,dessert,80,1,89.82,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1038,207,Cold Coffee,drink,140,1,64.48,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
1039,208,Chicken Dum Biryani,main,299,0,79.88,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1040,208,Mutton Zafrani Biryani,main,449,0,43.27,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1041,208,Paneer Special Biryani,main,309,1,70.65,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
1042,208,Chicken Tikka Kebab,starter,230,0,10.75,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1043,208,Mirchi Ka Salan,side,90,1,41.84,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1044,208,Boondi Raita,side,35,1,55.34,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1045,208,Onion Cucumber Raita,side,80,1,85.72,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1046,208,Coke 330ml,drink,30,1,56.0,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1047,208,Diet Coke Can,drink,105,1,48.17,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1048,209,Chocolate Brownie,dessert,190,1,71.7,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
1049,209,Belgian Waffle,dessert,200,1,67.27,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
1050,209,Red Velvet Cupcake,dessert,110,1,76.6,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
1051,209,Vanilla Ice Cream,dessert,110,1,71.46,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1052,209,Cold Coffee,drink,140,1,22.05,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
1053,210,Kosha Mangsho,main,460,0,60.48,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
1054,210,Fish Curry,main,370,0,84.11,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
1055,210,Luchi,side,20,1,40.95,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1056,210,Rosogolla,dessert,100,1,70.25,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1057,211,Gujarati Thali,main,420,1,71.63,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80
1058,211,Khaman Dhokla,starter,90,1,92.33,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1059,211,Thepla,side,130,1,31.99,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
1060,211,Chaash,drink,20,1,55.52,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
1061,212,Margherita Pizza,main,299,1,67.45,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80
1062,212,Pepperoni Pizza,main,459,0,58.52,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
1063,212,Farmhouse Pizza,main,409,1,81.79,https://images.unsplash.com/photo-1574071318508-1cbbab50d00c?w=300&q=80
1064,212,Garlic Breadsticks,starter,139,1,59.47,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
1065,212,Choco Lava Cake,dessert,130,1,15.38,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1066,213,Chicken Dum Biryani,main,279,0,86.93,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1067,213,Mutton Zafrani Biryani,main,419,0,39.07,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1068,213,Paneer Special Biryani,main,279,1,65.64,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
1069,213,Chicken Tikka Kebab,starter,230,0,62.81,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1070,213,Mirchi Ka Salan,side,80,1,60.41,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1071,213,Boondi Raita,side,65,1,93.79,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1072,213,Onion Cucumber Raita,side,100,1,66.46,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1073,213,Coke 330ml,drink,70,1,22.46,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1074,213,Diet Coke Can,drink,65,1,50.73,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1075,214,Dal Baati Churma,main,370,1,41.83,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
1076,214,Laal Maas,main,430,0,34.51,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
1077,214,Gatte Ki Sabzi,side,180,1,84.54,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1078,214,Jaljeera,drink,50,1,48.23,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1079,215,Chicken Dum Biryani,main,299,0,20.44,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1080,215,Mutton Zafrani Biryani,main,439,0,86.58,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1081,215,Paneer Special Biryani,main,279,1,78.05,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
1082,215,Chicken Tikka Kebab,starter,250,0,49.33,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1083,215,Mirchi Ka Salan,side,150,1,62.52,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1084,215,Boondi Raita,side,75,1,40.52,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1085,215,Onion Cucumber Raita,side,40,1,72.76,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1086,215,Coke 330ml,drink,80,1,52.65,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1087,215,Diet Coke Can,drink,85,1,48.72,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1088,216,Chocolate Brownie,dessert,170,1,67.06,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
1089,216,Belgian Waffle,dessert,210,1,31.11,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
1090,216,Red Velvet Cupcake,dessert,140,1,75.66,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
1091,216,Vanilla Ice Cream,dessert,90,1,30.98,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
1092,216,Cold Coffee,drink,120,1,65.9,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
1093,217,Quinoa Salad bowl,main,270,1,43.1,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
1094,217,Grilled Chicken Breast,main,359,0,14.94,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
1095,217,Avocado Toast,starter,229,1,62.32,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
1096,217,Green Detox Juice,drink,119,1,99.03,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1097,218,Hakka Noodles,main,219,1,65.47,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
1098,218,Chilli Chicken,starter,269,0,83.92,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
1099,218,Veg Manchurian,starter,149,1,86.1,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
1100,218,Burnt Garlic Fried Rice,main,260,1,39.77,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
1101,219,Chicken Dum Biryani,main,339,0,93.13,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1102,219,Mutton Zafrani Biryani,main,419,0,74.96,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1103,219,Paneer Special Biryani,main,279,1,83.97,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
1104,219,Chicken Tikka Kebab,starter,240,0,50.83,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
1105,219,Mirchi Ka Salan,side,60,1,29.88,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1106,219,Boondi Raita,side,35,1,54.19,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1107,219,Onion Cucumber Raita,side,130,1,52.04,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
1108,219,Coke 330ml,drink,70,1,94.68,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1109,219,Diet Coke Can,drink,95,1,83.22,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1110,220,Dal Baati Churma,main,320,1,71.89,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
1111,220,Laal Maas,main,460,0,74.55,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
1112,220,Gatte Ki Sabzi,side,220,1,73.15,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
1113,220,Jaljeera,drink,70,1,40.3,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
1114,221,Chicken Dum Biryani,main,329,0,10.43,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
1115,221,Mutton Zafrani Biryani,main,389,0,87.28,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
1116,221,Paneer Special Biryani,main,219,1,85.44,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
