order_id,user_id,restaurant_id,order_ts,order_total,num_items
23418,5776,38,2024-01-02T08:59:10Z,1103.27,5
23419,1272,94,2024-09-28T06:18:40Z,2703.3,4
23420,875,230,2024-12-06T02:57:41Z,390.24,4
23421,5222,239,2024-06-25T23:08:08Z,320.14,1
23422,3595,554,2024-11-30T11:05:19Z,297.98,3
23423,4864,355,2024-10-31T08:49:50Z,3100.35,4
23424,2655,727,2024-09-14T07:42:02Z,367.03,1
23425,7121,596,2024-03-16T14:37:08Z,1134.72,1
23426,2964,205,2024-09-17T11:56:14Z,117.63,1
23427,4247,681,2024-10-30T16:29:22Z,73.34,1
23428,2176,40,2024-12-12T15:30:42Z,145.79,3
23429,5128,736,2024-12-24T10:50:51Z,368.3,4
23430,1392,551,2024-09-19T11:37:52Z,568.44,1
23431,7233,598,2024-10-19T16:09:54Z,186.3,2
23432,740,539,2024-11-12T06:33:07Z,228.29,2
23433,7290,247,2024-11-11T09:08:01Z,205.43,2
23434,4275,405,2024-10-25T16:04:51Z,125.9,2
23435,2359,405,2024-09-08T07:25:04Z,249.14,2
23436,2752,225,2024-10-03T10:30:13Z,1690.81,2
23437,3672,607,2024-08-04T11:42:18Z,99.37,1
23438,3196,574,2023-09-22T07:53:44Z,371.67,1
23439,2183,94,2024-04-08T06:41:59Z,2459.28,4
23440,6020,466,2024-07-22T15:36:36Z,560.92,2
23441,5233,146,2024-12-06T17:53:36Z,159.41,3
23442,7259,460,2023-10-07T16:42:02Z,1008.93,2
23443,7129,278,2024-12-06T09:40:09Z,203.92,3
23444,5055,541,2024-09-22T05:28:50Z,155.29,1
23445,3936,125,2024-11-07T12:17:51Z,127.19,2
23446,3847,271,2024-12-16T00:31:30Z,828.02,3
23447,4050,640,2023-05-12T14:51:47Z,344.15,1
23448,3827,431,2024-12-29T06:48:51Z,385.57,1
23449,720,403,2024-12-09T10:02:58Z,371.97,3
23450,6553,246,2024-07-01T10:38:39Z,184.69,2
23451,1613,322,2024-09-17T18:48:43Z,448.37,2
23452,7419,594,2024-06-21T11:59:21Z,602.42,1
23453,5459,637,2024-12-09T11:43:38Z,782.11,4
23454,4765,82,2023-04-26T17:09:23Z,349.04,1
23455,4521,678,2024-10-22T08:15:03Z,77.54,1
23456,6841,303,2024-12-28T16:56:02Z,1062.14,1
23457,3827,380,2024-12-29T07:28:13Z,585.48,2
23458,2062,37,2024-05-29T14:07:39Z,283.31,3
23459,2229,436,2024-09-19T00:48:49Z,336.76,3
23460,6129,366,2024-12-15T16:44:33Z,398.22,2
23461,1043,62,2024-12-07T15:12:30Z,326.64,1
23462,4677,703,2024-12-13T19:32:35Z,76.22,1
23463,1680,562,2023-09-24T05:40:48Z,152.33,1
23464,1700,32,2024-12-08T09:03:25Z,161.88,2
23465,2064,698,2024-07-28T06:58:35Z,275.77,3
23466,3586,169,2024-03-06T06:47:23Z,1953.3,3
23467,2775,526,2024-11-24T10:21:16Z,2655.87,4
23468,7019,235,2024-06-29T12:20:10Z,324.73,3
23469,1467,213,2024-07-23T16:38:42Z,1643.4,2
23470,4441,302,2024-12-13T18:14:28Z,189.57,2
23471,2361,197,2024-08-27T12:36:42Z,1046.1,4
23472,5809,94,2023-10-21T17:04:28Z,1413.25,2
23473,3330,647,2024-12-10T12:13:06Z,268.22,4
23474,3018,706,2024-11-10T13:27:21Z,591.39,2
23475,3590,64,2024-08-15T17:23:14Z,1086.53,4
23476,879,536,2024-11-12T20:10:19Z,145.22,1
23477,1320,73,2024-03-04T05:14:11Z,2693.55,4
23478,4597,381,2024-12-30T13:38:08Z,60.84,1
23479,1073,644,2024-08-23T17:18:53Z,580.05,2
23480,754,99,2024-07-11T06:13:51Z,329.73,3
23481,3773,558,2024-09-28T04:17:14Z,470.97,2
23482,2616,742,2024-12-27T14:39:32Z,202.71,2
23483,2116,422,2024-02-19T09:18:31Z,484.67,2
23484,1354,268,2024-05-14T04:50:08Z,2754.38,4
23485,1288,577,2024-11-17T13:22:59Z,672.29,3
23486,4003,676,2024-11-12T09:56:05Z,1777.66,2
23487,4984,597,2024-03-30T19:50:54Z,285.26,3
23488,6538,700,2024-09-28T06:34:33Z,593.02,2
23489,2276,141,2024-10-08T13:11:15Z,855.28,3
23490,2868,420,2024-09-09T17:07:17Z,433.38,4
23491,6350,515,2024-11-24T18:48:12Z,376.32,1
23492,1061,364,2024-11-29T09:25:19Z,1691.77,2
23493,507,225,2024-11-14T08:24:37Z,3181.46,4
23494,4360,77,2024-08-21T07:55:08Z,564.56,2
23495,3241,309,2024-12-21T17:08:16Z,815.33,3
23496,5957,470,2024-11-10T09:25:21Z,345.04,4
23497,6085,284,2024-10-29T10:57:32Z,1105.68,5
23498,5135,641,2024-10-20T16:19:35Z,419.12,2
23499,4839,147,2024-12-19T06:26:40Z,191.77,1
23500,2527,719,2024-12-07T17:02:44Z,1319.33,5
23501,1479,694,2024-10-26T14:07:54Z,489.84,1
23502,5261,455,2024-07-04T05:02:18Z,279.02,1
23503,6431,449,2024-12-09T14:50:54Z,2467.75,3
23504,1980,408,2024-10-22T15:54:44Z,229.27,3
23505,1989,351,2024-12-14T16:05:48Z,915.22,1
23506,5395,117,2024-10-13T08:38:53Z,88.47,1
23507,6415,743,2024-11-17T15:34:51Z,49.96,1
23508,2129,262,2024-10-23T13:44:18Z,68.18,1
23509,1207,157,2024-08-09T06:52:27Z,187.49,2
23510,3583,719,2024-12-02T08:23:33Z,1228.08,4
23511,3074,427,2024-11-27T23:56:45Z,354.8,3
23512,1966,131,2024-05-01T12:09:26Z,279.43,3
23513,4962,714,2024-10-16T15:55:30Z,1230.18,4
23514,4409,614,2024-11-28T11:40:03Z,1963.85,2
23515,6252,117,2024-10-03T11:40:20Z,182.52,2
23516,7108,275,2023-04-02T07:20:46Z,1052.5,2
23517,2996,532,2023-11-13T13:58:23Z,1148.85,4
23518,6548,451,2024-02-14T15:20:22Z,1760.73,2
23519,1278,607,2024-12-04T04:50:06Z,223.64,2
23520,7072,225,2024-11-18T18:31:16Z,6748.61,8
23521,5995,386,2024-11-14T08:57:03Z,251.7,1
23522,1163,381,2024-12-08T08:58:48Z,195.79,3
23523,7461,301,2024-04-13T12:41:39Z,1507.58,2
23524,7475,35,2024-12-23T15:01:30Z,574.06,2
23525,4093,86,2024-11-18T11:45:28Z,552.64,1
23526,7385,567,2024-11-01T06:51:02Z,224.79,1
23527,5123,435,2024-03-02T13:37:10Z,602.01,1
23528,1346,534,2024-01-07T05:53:47Z,145.72,2
23529,4370,286,2024-11-01T11:58:33Z,347.92,1
23530,2989,531,2024-09-06T07:43:20Z,1222.04,1
23531,5417,281,2024-11-07T14:48:30Z,312.56,3
23532,3247,571,2024-12-11T14:31:00Z,348.44,3
23533,2314,106,2024-10-31T08:09:41Z,763.37,1
23534,4263,256,2024-10-25T08:24:53Z,50.63,1
23535,2704,510,2024-10-18T16:02:11Z,772.56,3
23536,4054,680,2024-11-12T11:29:46Z,997.16,1
23537,6247,555,2024-12-09T20:21:00Z,279.76,3
23538,1704,275,2024-09-03T14:27:29Z,1319.45,2
23539,6683,363,2024-12-10T20:39:23Z,1285.97,4
23540,3797,484,2024-11-18T17:24:39Z,492.87,2
23541,4111,158,2024-12-14T04:46:14Z,588.5,1
23542,2912,704,2024-10-24T16:53:42Z,102.29,1
23543,3830,675,2024-03-14T02:54:22Z,1432.53,2
23544,6394,339,2024-11-17T02:21:42Z,575.77,2
23545,6751,99,2024-04-02T07:25:29Z,108.62,1
23546,7459,31,2024-04-24T08:36:33Z,251.4,4
23547,3603,423,2024-06-06T20:46:49Z,399.12,1
23548,4567,166,2024-10-20T06:24:07Z,1012.56,1
23549,1783,288,2024-04-04T17:55:32Z,2931.93,3
23550,5080,722,2024-10-24T09:41:47Z,858.48,1
23551,2198,729,2024-02-11T09:00:35Z,517.71,2
23552,5569,341,2024-11-21T12:01:52Z,843.57,1
23553,4117,37,2024-12-04T16:02:09Z,75.53,1
23554,3432,656,2024-03-29T18:08:29Z,628.75,3
23555,7048,211,2023-12-25T14:00:02Z,1913.82,3
23556,1105,520,2024-08-01T08:11:06Z,893.19,3
23557,3890,530,2024-07-22T09:47:07Z,119.3,1
23558,3877,588,2024-07-29T17:18:28Z,388.28,2
23559,1600,527,2024-10-26T16:54:40Z,2101.49,3
23560,5593,323,2023-06-07T06:45:26Z,136.77,1
23561,3343,169,2023-01-21T14:57:33Z,1071.16,1
23562,5157,743,2024-10-03T17:50:01Z,139.57,1
23563,1621,466,2024-05-24T15:12:16Z,302.93,1
23564,617,294,2024-11-06T21:08:57Z,646.11,1
23565,5200,159,2024-06-28T08:34:53Z,217.8,1
23566,4317,184,2024-03-13T06:47:38Z,433.52,5
23567,6537,677,2024-11-13T17:50:54Z,719.39,2
23568,3868,626,2024-08-24T20:25:17Z,1477.0,2
23569,5705,434,2024-12-03T16:59:10Z,189.41,2
23570,1841,281,2024-12-30T16:32:43Z,63.03,1
23571,3522,161,2024-11-11T13:51:13Z,52.82,1
23572,1585,299,2024-05-07T15:15:58Z,1063.88,4
23573,3134,298,2024-06-03T12:45:34Z,382.63,2
23574,7169,82,2024-10-19T18:25:27Z,856.14,3
23575,619,725,2024-07-01T05:53:08Z,166.67,1
23576,7318,624,2024-01-28T02:44:47Z,911.44,3
23577,7307,565,2024-11-26T07:10:25Z,811.44,3
23578,7076,654,2024-10-31T15:55:26Z,415.94,5
23579,458,415,2024-08-24T05:05:30Z,1385.52,5
23580,2763,547,2024-06-29T15:19:18Z,526.24,2
23581,3549,465,2024-10-31T18:15:04Z,404.14,2
23582,2771,600,2024-10-26T14:39:44Z,538.45,2
23583,7158,666,2024-09-03T05:26:46Z,167.21,1
23584,914,700,2024-12-07T07:55:03Z,589.55,2
23585,2740,370,2024-11-08T17:51:00Z,3620.22,4
23586,7455,450,2023-11-01T15:14:44Z,1041.59,1
23587,5777,585,2024-08-13T13:11:43Z,334.7,1
23588,4412,579,2024-10-16T06:52:56Z,560.88,2
23589,4358,220,2024-02-18T17:47:53Z,1037.78,5
23590,6285,647,2024-05-26T10:41:54Z,314.13,3
23591,3043,195,2024-10-17T09:08:06Z,778.67,1
23592,7369,407,2024-06-24T07:05:16Z,171.78,2
23593,7304,247,2024-03-07T14:50:59Z,282.38,3
23594,3163,200,2024-08-11T17:06:09Z,10603.12,13
23595,35,479,2023-10-14T07:14:56Z,2269.63,3
23596,4633,308,2024-10-24T07:34:25Z,1079.93,4
23597,6242,131,2024-09-01T12:28:10Z,159.59,2
23598,4908,311,2024-09-10T14:48:31Z,262.88,1
23599,670,738,2024-09-15T12:57:17Z,562.56,2
23600,981,405,2024-06-27T17:36:19Z,308.86,3
23601,4637,746,2024-11-29T07:05:14Z,331.96,4
23602,4486,667,2024-12-31T11:30:07Z,121.23,1
23603,5881,337,2024-09-04T09:04:24Z,806.53,1
23604,3153,649,2024-04-10T09:10:50Z,115.84,1
23605,1486,429,2024-10-06T11:09:44Z,287.08,1
23606,2414,146,2024-10-08T10:31:46Z,154.74,2
23607,5843,240,2024-11-07T19:56:32Z,790.1,1
23608,2391,575,2024-06-18T08:59:29Z,162.5,1
23609,3939,194,2024-07-16T13:34:41Z,309.37,1
23610,3114,202,2024-11-05T15:16:52Z,2537.92,4
23611,4135,557,2024-09-04T15:53:10Z,2492.24,3
23612,383,92,2023-12-04T13:53:10Z,168.12,2
23613,6091,295,2023-12-14T10:51:41Z,1301.22,4
23614,6379,622,2024-12-26T12:04:32Z,1975.84,3
23615,3088,337,2024-09-08T07:06:46Z,738.82,1
23616,914,42,2024-12-07T08:31:39Z,1213.82,2
23617,4917,736,2024-10-23T12:32:50Z,329.79,3
23618,7491,432,2024-12-29T21:06:59Z,1064.82,2
23619,4226,637,2024-05-22T13:50:51Z,166.66,1
23620,3144,219,2024-08-07T17:12:05Z,579.61,2
23621,6951,413,2024-08-05T16:03:47Z,1769.96,3
23622,1578,699,2024-07-09T10:18:26Z,599.19,2
23623,3559,573,2024-06-25T11:15:41Z,877.81,2
23624,2780,391,2024-10-09T16:58:29Z,276.09,3
23625,423,207,2024-12-07T15:29:44Z,861.19,3
23626,2152,654,2024-06-13T21:17:32Z,202.94,3
23627,2858,90,2024-12-26T14:47:24Z,220.64,3
23628,2944,618,2024-11-28T13:33:41Z,1752.75,5
23629,7441,81,2023-02-16T13:18:54Z,74.98,1
23630,7093,200,2024-10-11T13:21:19Z,1465.33,2
23631,630,698,2024-03-30T14:01:08Z,147.21,2
23632,5692,648,2024-05-21T06:17:43Z,401.16,4
23633,6139,512,2024-11-27T05:40:26Z,1064.37,2
23634,2409,507,2024-10-22T13:47:53Z,437.96,2
23635,3528,389,2024-11-24T10:38:56Z,647.76,2
23636,4924,535,2024-10-31T08:52:13Z,675.34,2
23637,5225,631,2024-12-21T07:30:11Z,116.25,1
23638,6813,347,2024-11-08T16:34:24Z,814.19,3
23639,1084,676,2024-05-20T01:19:50Z,1117.48,2
23640,5427,403,2024-11-16T16:47:24Z,299.99,3
23641,6402,551,2024-10-05T08:36:54Z,1842.73,2
23642,603,226,2024-03-16T02:23:38Z,673.69,3
23643,3663,610,2024-11-15T16:00:10Z,520.02,2
23644,5357,446,2024-07-01T18:01:26Z,128.51,1
23645,6047,269,2024-09-01T15:37:13Z,322.98,1
23646,6745,568,2024-02-13T06:10:52Z,873.24,1
23647,2780,508,2024-10-09T17:23:53Z,1148.62,2
23648,7056,197,2024-12-26T03:52:57Z,381.01,1
23649,6084,562,2024-03-21T10:15:42Z,238.74,1
23650,2583,405,2024-09-14T14:22:10Z,137.71,1
23651,5864,519,2024-11-09T08:36:18Z,315.7,1
23652,7011,333,2024-06-20T08:04:38Z,1219.04,2
23653,4866,428,2024-07-21T11:13:26Z,391.75,2
23654,4247,100,2024-12-14T14:00:44Z,1269.9,5
23655,5022,592,2024-11-13T17:48:45Z,262.57,1
23656,1165,597,2024-12-11T19:12:33Z,339.64,3
23657,7329,323,2024-07-12T05:51:16Z,268.61,1
23658,2057,543,2024-03-06T08:56:39Z,167.24,3
23659,4012,165,2024-10-20T11:49:15Z,128.51,1
23660,5393,540,2024-12-07T09:30:49Z,309.0,4
23661,4478,429,2024-07-13T17:14:35Z,1155.15,5
23662,5366,686,2024-12-30T10:01:08Z,42.14,1
23663,2893,679,2024-07-11T05:55:41Z,196.0,1
23664,7383,208,2024-09-11T19:32:37Z,573.98,2
23665,1762,575,2024-09-10T07:15:31Z,605.0,3
23666,6297,388,2024-03-25T15:52:30Z,64.47,1
23667,2670,45,2024-12-28T18:30:24Z,64.37,1
23668,4654,381,2024-07-20T06:26:15Z,135.84,1
23669,542,115,2024-10-12T18:42:58Z,76.1,1
23670,6034,707,2024-12-28T20:02:34Z,408.83,2
23671,2758,681,2024-07-14T02:25:26Z,237.55,2
23672,5473,749,2024-03-03T16:32:53Z,324.79,4
23673,3751,412,2024-04-18T10:44:29Z,382.37,1
23674,4486,676,2024-12-31T12:08:23Z,2883.83,4
23675,4012,720,2024-12-09T15:49:23Z,262.59,3
23676,1487,564,2024-11-20T13:36:15Z,453.91,5
23677,7335,657,2024-09-22T19:10:03Z,210.52,3
23678,6227,184,2024-07-05T17:48:18Z,44.06,1
23679,2601,394,2024-06-17T14:27:29Z,267.62,3
23680,7276,363,2024-11-12T06:35:53Z,161.69,1
23681,4664,171,2024-11-24T08:00:11Z,561.98,1
23682,3555,239,2024-11-24T15:59:49Z,392.33,1
23683,6451,180,2024-04-28T17:41:08Z,289.93,2
23684,6748,91,2024-12-10T03:20:44Z,144.23,1
23685,1546,139,2024-06-13T19:31:23Z,302.85,3
23686,4289,134,2024-05-29T02:35:32Z,1166.47,2
23687,4869,728,2024-05-20T18:14:47Z,72.67,1
23688,3922,541,2024-08-24T17:07:06Z,97.66,1
23689,904,706,2023-12-07T01:35:18Z,182.36,1
23690,5340,488,2024-11-25T14:48:20Z,85.15,1
23691,3286,78,2024-09-13T15:08:15Z,379.84,2
23692,1886,548,2024-10-31T07:35:48Z,352.58,1
23693,4298,385,2024-09-21T04:44:21Z,599.41,2
23694,4226,45,2024-12-16T09:42:33Z,261.15,3
23695,2896,154,2024-08-27T07:24:12Z,435.71,2
23696,2440,360,2024-12-29T07:09:22Z,655.23,2
23697,753,462,2024-11-05T15:01:32Z,723.06,9
23698,7161,195,2023-06-02T13:39:16Z,1230.03,2
23699,2621,471,2024-07-29T12:07:12Z,497.91,2
23700,979,507,2024-11-11T18:05:01Z,553.28,3
23701,428,51,2024-05-09T07:28:42Z,548.99,2
23702,1888,489,2024-06-11T08:00:48Z,122.55,1
23703,3970,618,2024-11-05T11:28:18Z,606.98,2
23704,2995,578,2024-05-31T09:34:07Z,270.78,1
23705,1279,591,2024-11-12T02:44:24Z,728.2,1
23706,6519,544,2023-09-27T13:06:07Z,1320.13,5
23707,1379,316,2024-07-02T17:05:06Z,718.36,3
23708,4324,508,2024-11-12T13:04:41Z,1551.56,2
23709,423,709,2024-12-07T16:27:53Z,202.46,2
23710,1655,324,2023-07-31T20:21:25Z,1041.74,4
23711,2280,342,2024-08-17T18:12:42Z,1071.03,4
23712,2993,573,2024-10-04T16:31:02Z,2801.79,3
23713,6692,253,2023-12-13T19:15:19Z,4954.21,7
23714,380,519,2024-10-07T06:31:15Z,944.37,4
23715,4223,427,2024-04-13T11:21:15Z,243.43,2
23716,782,211,2024-07-06T16:43:04Z,549.77,1
23717,6272,74,2024-10-22T14:12:33Z,105.9,1
23718,4950,606,2023-11-13T14:14:13Z,201.68,3
23719,1929,647,2024-12-27T14:13:54Z,233.01,3
23720,6213,159,2024-12-26T06:21:44Z,224.42,1
23721,7122,428,2024-08-31T14:21:52Z,596.23,2
23722,7208,367,2024-09-27T17:12:37Z,90.15,1
23723,1569,638,2024-12-01T06:28:36Z,571.39,2
23724,4894,565,2024-10-08T07:57:56Z,599.54,2
23725,4567,422,2024-10-20T06:27:22Z,369.87,1
23726,5125,230,2023-05-09T05:45:27Z,72.88,1
23727,6692,418,2023-12-13T19:37:24Z,3487.12,4
23728,1982,473,2024-07-30T17:58:38Z,208.98,2
23729,5826,235,2024-12-30T17:59:02Z,42.23,1
23730,2659,332,2024-12-30T18:31:57Z,44.65,1
23731,6699,634,2023-10-22T06:04:39Z,2540.73,3
23732,6823,625,2024-06-20T15:19:35Z,439.74,2
23733,4656,311,2024-10-11T10:15:51Z,1042.53,4
23734,5002,576,2024-07-07T15:07:14Z,827.36,3
23735,7162,171,2024-09-16T04:45:50Z,1432.11,2
23736,3302,458,2024-12-19T17:24:08Z,567.75,3
23737,4017,625,2024-08-30T15:16:40Z,532.85,2
23738,4932,558,2023-10-25T07:17:30Z,661.39,3
23739,1879,498,2024-07-09T14:22:56Z,404.72,1
23740,2636,155,2024-12-05T05:59:35Z,51.25,1
23741,5469,294,2024-10-05T14:03:37Z,553.91,1
23742,6750,537,2024-11-22T15:54:25Z,2121.92,3
23743,7332,345,2024-11-04T08:48:42Z,303.94,2
23744,2880,215,2023-11-17T08:58:27Z,313.88,3
23745,5272,420,2024-12-06T07:54:43Z,40.13,1
23746,2327,378,2024-10-04T15:48:35Z,149.43,2
23747,3240,744,2024-11-08T07:51:05Z,459.31,2
23748,7347,310,2024-09-19T16:41:28Z,335.7,4
23749,4796,723,2024-05-23T07:44:09Z,804.7,3
23750,1257,159,2023-12-01T10:49:29Z,377.63,1
23751,6296,374,2024-05-29T17:54:58Z,2378.92,3
23752,3480,538,2024-09-29T03:52:00Z,85.22,1
23753,120,489,2024-07-02T17:07:44Z,60.78,1
23754,1383,412,2024-09-12T05:14:38Z,180.13,1
23755,4111,365,2024-12-14T05:25:52Z,229.79,2
23756,272,143,2023-01-01T13:54:15Z,41.56,1
23757,803,512,2024-08-23T11:48:07Z,1767.28,2
23758,1765,597,2024-05-28T21:19:59Z,74.34,1
23759,3952,447,2024-12-07T15:36:04Z,3099.01,4
23760,55,421,2024-07-13T17:13:15Z,183.67,1
23761,5624,328,2024-09-18T17:39:30Z,940.09,3
23762,5118,256,2024-12-16T21:41:59Z,461.65,5
23763,3577,263,2024-12-19T11:16:05Z,158.76,1
23764,424,299,2024-09-25T16:36:54Z,335.83,1
23765,2503,80,2024-01-19T17:17:30Z,347.16,1
23766,5860,706,2024-06-15T16:51:47Z,197.69,1
23767,5517,161,2024-11-23T15:32:26Z,129.15,1
23768,1675,607,2024-06-16T17:43:11Z,71.22,1
23769,5898,354,2023-06-08T08:29:55Z,949.35,3
23770,4985,539,2024-12-15T07:34:52Z,89.64,1
23771,7419,449,2024-06-21T12:10:55Z,1501.44,2
23772,7342,144,2024-08-10T10:08:21Z,1173.2,4
23773,2586,167,2024-12-04T07:33:02Z,187.03,2
23774,1678,491,2024-12-27T11:11:25Z,277.22,1
23775,4442,571,2024-11-20T15:48:20Z,164.14,2
23776,1414,124,2024-12-31T13:54:05Z,235.59,1
23777,1388,571,2024-11-09T14:53:51Z,125.65,1
23778,7245,514,2024-11-10T12:36:37Z,2523.87,3
23779,2240,153,2024-08-31T18:11:07Z,260.91,2
23780,4772,496,2024-06-14T12:12:12Z,196.04,2
23781,3405,404,2024-08-31T20:30:03Z,534.06,2
23782,4265,142,2024-08-24T15:27:40Z,46.85,1
23783,5660,555,2024-11-16T15:02:15Z,142.99,1
23784,505,38,2024-01-17T07:44:53Z,352.89,1
23785,6025,668,2024-11-17T12:23:39Z,2378.13,3
23786,4147,563,2024-07-05T14:18:15Z,255.38,1
23787,528,229,2024-12-16T02:19:06Z,2734.69,3
23788,5191,115,2024-09-28T16:54:52Z,313.68,3
23789,1205,621,2024-03-31T18:33:33Z,643.61,1
23790,7388,462,2024-10-21T13:54:16Z,94.61,1
23791,5044,687,2024-12-17T09:35:30Z,515.91,1
23792,6429,134,2024-12-18T07:43:09Z,2903.51,3
23793,6227,371,2024-07-05T18:35:51Z,2215.7,4
23794,2073,134,2024-08-31T20:41:43Z,1191.63,2
23795,7329,409,2024-07-12T06:36:39Z,373.95,1
23796,3489,732,2024-10-28T12:05:59Z,737.65,3
23797,6213,667,2024-12-26T07:11:39Z,291.28,3
23798,4778,545,2024-11-17T05:45:10Z,1284.36,2
23799,7466,267,2024-10-20T17:07:54Z,143.79,1
23800,1011,64,2024-12-15T17:07:25Z,861.07,3
23801,1923,615,2024-04-25T07:29:01Z,2857.57,3
23802,1043,301,2024-12-07T16:10:10Z,530.62,1
23803,5232,344,2024-11-12T02:49:48Z,864.27,1
23804,6713,725,2024-11-28T08:16:26Z,789.19,3
23805,6222,69,2024-11-14T03:53:56Z,640.67,2
23806,4843,491,2024-12-27T12:40:57Z,1000.98,3
23807,4166,568,2024-11-26T04:52:29Z,1539.36,2
23808,4953,147,2024-09-17T14:29:13Z,184.65,1
23809,1177,35,2024-10-12T01:26:08Z,381.12,1
23810,7296,249,2024-09-17T08:25:27Z,1877.95,2
23811,1992,157,2024-08-29T08:42:02Z,304.75,3
23812,3354,666,2024-12-08T20:18:01Z,827.22,3
23813,930,242,2024-07-27T11:10:43Z,129.66,1
23814,3816,329,2023-08-03T08:45:00Z,834.8,3
23815,1754,610,2024-05-20T14:12:53Z,297.76,1
23816,4535,472,2024-03-03T16:53:48Z,1078.8,4
23817,7335,419,2024-12-03T08:19:06Z,2606.74,3
23818,1574,64,2024-12-10T16:41:11Z,752.39,3
23819,5989,539,2024-11-23T21:20:49Z,97.98,1
23820,2303,356,2024-06-01T07:21:36Z,544.86,1
23821,1936,525,2024-09-26T14:45:37Z,223.51,1
23822,7344,326,2024-12-26T10:23:32Z,2000.1,3
23823,2303,123,2024-06-01T08:02:43Z,117.11,1
23824,1026,308,2023-12-21T16:02:31Z,259.99,1
23825,1248,416,2024-11-17T18:11:15Z,742.4,3
23826,3963,357,2024-12-15T23:39:12Z,1278.42,4
23827,428,605,2024-05-09T08:16:47Z,301.76,3
23828,3097,345,2024-04-16T10:24:53Z,325.91,1
23829,6270,260,2024-09-11T19:54:09Z,283.74,3
23830,5633,422,2023-09-15T14:20:32Z,655.8,2
23831,6724,484,2024-11-23T08:08:54Z,1094.63,5
23832,5599,466,2024-08-07T08:36:41Z,535.89,2
23833,6958,531,2024-09-20T07:02:21Z,2859.98,4
23834,5766,522,2024-12-14T14:08:22Z,893.89,3
23835,802,638,2024-07-20T12:28:02Z,229.23,1
23836,1719,619,2024-10-05T21:26:10Z,124.86,1
23837,3306,44,2024-07-04T08:12:50Z,3692.27,5
23838,4920,740,2024-08-04T13:34:46Z,373.07,1
23839,5591,474,2023-12-22T10:37:55Z,250.91,1
23840,6699,414,2023-12-30T10:12:41Z,514.17,4
23841,5102,681,2024-03-21T03:15:41Z,101.94,1
23842,4258,519,2024-12-13T09:51:01Z,359.92,1
23843,1890,748,2024-11-06T17:09:48Z,668.58,1
23844,1980,388,2024-10-22T16:12:16Z,150.17,1
23845,4019,127,2024-11-06T21:42:00Z,2229.86,3
23846,7448,648,2024-11-26T10:29:45Z,143.88,1
23847,3610,72,2023-09-22T14:59:51Z,1345.24,2
23848,2064,559,2024-07-28T07:04:38Z,201.74,2
23849,1968,733,2024-02-19T08:53:58Z,212.55,2
23850,2127,401,2024-05-18T10:54:53Z,3229.01,4
23851,4454,671,2024-10-18T07:46:27Z,603.56,2
23852,5285,68,2024-11-17T07:48:40Z,664.68,1
23853,2399,559,2024-03-31T05:28:27Z,270.12,3
23854,6233,337,2024-12-28T09:30:48Z,2485.88,3
23855,7425,226,2024-10-23T12:05:24Z,298.67,1
23856,1830,238,2024-03-20T13:49:20Z,335.78,3
23857,2372,102,2024-12-23T06:51:24Z,1526.32,2
23858,3231,718,2024-08-19T21:25:39Z,192.03,2
23859,3781,606,2024-08-12T12:27:41Z,91.72,1
23860,2885,322,2024-05-14T09:39:00Z,290.74,1
23861,4531,597,2024-08-26T11:07:56Z,72.34,1
23862,6519,51,2024-07-30T17:26:35Z,1121.35,4
23863,4420,364,2024-06-19T10:18:47Z,676.45,1
23864,385,221,2024-12-24T09:33:55Z,661.06,2
23865,2299,313,2024-05-31T07:31:31Z,144.73,1
23866,3758,240,2024-11-09T15:43:10Z,646.95,1
23867,7211,335,2024-12-11T19:26:41Z,2081.35,3
23868,1961,282,2024-04-08T02:56:39Z,571.84,5
23869,6021,727,2024-12-31T11:16:12Z,902.51,3
23870,4150,621,2024-09-15T16:08:57Z,1276.7,2
23871,431,170,2023-04-19T15:45:28Z,228.43,1
23872,2638,481,2024-12-07T12:45:24Z,280.66,1
23873,861,137,2024-12-13T13:29:12Z,129.33,2
23874,303,477,2023-04-01T14:40:03Z,401.79,3
23875,530,400,2024-10-26T15:03:07Z,190.23,1
23876,5157,173,2024-10-03T18:32:27Z,75.26,1
23877,5595,534,2024-09-04T06:23:33Z,257.38,2
23878,531,378,2024-12-20T18:22:47Z,99.87,1
23879,5535,233,2024-11-30T08:16:34Z,369.29,1
23880,895,414,2024-11-02T14:12:16Z,126.69,2
23881,3637,724,2024-01-25T19:23:59Z,2887.81,4
23882,6303,38,2024-08-07T18:48:25Z,364.65,1
23883,7479,372,2024-10-05T10:58:23Z,2215.97,2
23884,5905,681,2024-10-04T16:56:17Z,223.45,2
23885,2463,395,2024-11-07T12:20:43Z,164.75,1
23886,2319,440,2024-11-15T19:36:42Z,275.42,3
23887,4995,436,2024-09-18T10:43:53Z,494.95,4
23888,4234,325,2024-06-08T12:32:07Z,178.68,2
23889,2007,717,2024-05-28T16:27:31Z,222.12,2
23890,1737,466,2023-07-13T20:48:38Z,281.49,1
23891,3767,623,2024-11-04T17:51:01Z,386.19,1
23892,3765,604,2023-05-07T13:36:42Z,152.97,2
23893,2058,380,2023-07-26T07:14:40Z,384.09,1
23894,6304,452,2024-11-22T18:15:57Z,1368.75,2
23895,5615,699,2024-08-02T15:24:25Z,1222.51,4
23896,1815,297,2024-08-11T17:38:13Z,110.04,1
